room_id,city,title
44953,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38886
44959,rome,Studio Apartment - Serviced Apartments City Centre 39861
44960,rome,2-Bedroom Vatican Apartment - Serviced Apartments Vatican 31507
44961,rome,1-Bedroom Apartment - Serviced Apartments City Centre 39862
44962,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38920
44963,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38888
44964,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38890
44966,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38891
44967,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38892
44968,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38894
44970,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38898
44972,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38899
44973,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38900
44974,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38901
44976,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38902
44977,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38903
44978,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38906
44979,rome,1-Bedroom Apartments - Serviced Apartments City Centre 38907
44980,rome,2-Bedroom Apartments - Serviced Apartments City Centre 38908
44981,rome,2-Bedroom Apartments - Serviced Apartments  38909
44982,rome,Studio Apartments - Serviced Apartments City Centre 38910
45092,rome,COLOSSEO 4 FAMILY
45141,rome,Great Apartment Perfectly Connected
45419,rome,06 Holiday Home - 1 Bedroom Apartment in Colosseo
46663,rome,Convenient 2 Bedroom Apartment in Campo Marzio with Aircon
46670,rome,Campo De Fiori Superior Apartment 04
47467,rome,Wonderful 3 Bedroom Apartment In Trastevere With Aircon And Balcony - Noble Trastevere
47728,rome,2-Bedroom for 4 persons - Serviced Apartments City Centre 30518
47729,rome,2-Bedroom for 3 persons - Serviced Apartments City Centre 30518
47730,rome,2-Bedroom for 2 persons - Serviced Apartments City Centre 30518
47731,rome,1-Bedroom for 1 or 2 persons - Serviced Apartments City Centre 30518
47732,rome,1-Bedroom for 5 persons - Serviced Apartments Vatican 30485
47733,rome,
47734,rome,
47735,rome,3-Bedroom 2 persons Low Season - Serviced Apartments City Centre 16659
47736,rome,3-Bedroom 2 persons High Season - Serviced Apartments City Centre 16659
47737,rome,2-Bedroom 2 persons - Serviced Apartments Trastevere 16660
47738,rome,2-Bedroom 2 persons High Season - Serviced Apartments Trastevere 16657
47739,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Trastevere 16657
47740,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Trastevere 16656
47741,rome,2-Bedroom 2 persons High Season - Serviced Apartments Trastevere 16656
47742,rome,2-Bedroom 2 persons High Season - Serviced Apartments Trastevere 16655
47743,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Trastevere 16655
47744,rome,2-Bedroom 2 persons Low Season - Serviced Apartments Trastevere 16654
47745,rome,2-Bedroom 2 persons High Season - Serviced Apartments Trastevere 16654
47746,rome,3-Bedroom villa - Serviced Apartments EUR/Casalpalocco 11638
47747,rome,1-Bedroom Junior Suite - Serviced Apartments EUR/Casalpalocco 11638
47748,rome,2-Bedroom Two Bedroom Apartment - Serviced Apartments EUR/Casalpalocco 11638
47749,rome,1-Bedroom Centro Storico I - Serviced Apartments Fori Imperiali 5747
47750,rome,1-Bedroom Centro Storico II - Serviced Apartments Fori Imperiali 5746
47752,rome,2-Bedroom Baccina - Serviced Apartments Fori Imperiali 5485
