room_id,city,title
162311,rome,Piazza Navona Relais - 4 Bedroom Apartment in Rome
171027,rome,Large Elegant Apartment Piazza Navona
161825,rome,Campo de Fiori Luxury 4 Bedroom  House
161834,rome,Ara Pacis Terrace Large 4 Bedroom Apartment
171050,rome,Piazza Navona Large Panoramic Apartment
162008,rome,Trastevere Terrace Wide 4 Bedroom Apartment
162012,rome,Villa Fortuny Cesare Apartment
167131,rome,Trastevere 6 - 4 Bedroom Apartment in Rome
161988,rome,Villa Fortuny Quirinale Apartment
161986,rome,Villa Fortuny Viminale Upperfloor
167130,rome,Super 2 Bedroom Apartment in Vaticano with Aircon and Parking - Vaticano B
417760,rome,Grand Trevi Fountain Rome
161833,rome,Bernini Luxury Panoramic Apartment
162010,rome,Amazing 3 Bedroom Apartment in Campo Marzio with Aircon -  Navona Luxury Terrace
169978,rome,Incredible 4 Bedroom Apartment in Esquilino, Rome with Aircon - Termini 2
162059,rome,Bocca di Leone Luxury Two Bedroom Apartment
162067,rome,Bocca di Leone Luxury Large Apartment
451246,rome,Castelfidardo
